gwcode,year,cowcode,country,iso2,iso3,un,un_trade_pct_gdp,un_gdp,population,gdpcap,gdp_log,gdpcap_log,population_log,advocacy,entry,funding,entry_std,funding_std,advocacy_std,barriers_total,barriers_total_std,ngo_register,ngo_register_burden,ngo_register_appeal,ngo_barrier_foreign_funds,ngo_disclose_funds,ngo_foreign_fund_approval,ngo_foreign_fund_channel,ngo_foreign_fund_restrict,ngo_foreign_fund_prohibit,ngo_type_foreign_fund_prohibit,ngo_politics,ngo_politics_foreign_fund,laws,PTS,PTS_factor,latent_hr_mean,latent_hr_sd,v2cseeorgs,v2csreprss,v2cscnsult,v2csprtcpt,v2csgender,v2csantimv,v2xcs_ccsi,v2x_freexp,v2x_freexp_altinf,v2clacfree,v2meslfcen,v2csrlgrep,v2mecenefm,v2meharjrn,v2x_civlib,v2x_clphy,v2x_clpriv,v2x_clpol,v2x_polyarchy,v2x_libdem,v2x_regime,v2x_corr,v2x_rule,armed_conflict,armed_conflict_num,pred_group
2,2000,2,United States,US,USA,840,0.2504363147287153,13750373940850.9,281710914,48810.22799440032,30.252087135369578,10.7956951599295,19.45639197544008,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,1,Level 1,1.35760435159476,0.322234078027191,2.622,2.723,2.7,2.9,1.804,-2.661,0.964,0.975,0.951,3.085,2.278,2.124,2.458,2.588,0.942,0.923,0.931,0.975,0.863,0.801,3,0.053,0.982,FALSE,0,Training
2,2001,2,United States,US,USA,840,0.22842956534328399,13887649533360,284607992,48795.711728854054,30.262021038314995,10.795397713571328,19.46662332474367,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,2,Level 2,0.920419105314046,0.335942591381655,2.622,2.517,2.7,2.9,1.804,-2.661,0.959,0.973,0.952,3.187,2.278,1.861,2.201,2.588,0.933,0.902,0.918,0.974,0.822,0.756,3,0.053,0.983,TRUE,1,Training
2,2002,2,United States,US,USA,840,0.2215427391308562,14129530065625.2,287279312,49183.945642508355,30.27928805415439,10.803322541151235,19.475965513003153,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,2,Level 2,0.732493140661146,0.314369273909937,2.622,2.277,2.7,2.9,1.804,-1.358,0.95,0.969,0.952,3.187,2.278,1.503,1.826,2.588,0.911,0.869,0.919,0.972,0.826,0.756,3,0.053,0.983,TRUE,1,Training
2,2003,2,United States,US,USA,840,0.22477096407251163,14533805701224.7,289815567,50148.464596536665,30.30749847946508,10.82274317670079,19.48475530276429,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,2,Level 2,0.553285610364702,0.315197820148685,2.622,2.277,2.7,2.9,1.804,-1.358,0.95,0.976,0.953,3.187,2.278,1.503,2.491,2.588,0.884,0.775,0.919,0.975,0.85,0.783,3,0.053,0.983,TRUE,1,Training
2,2004,2,United States,US,USA,840,0.24352405039246816,15085929156334,292354663,51601.46584128196,30.344783581361554,10.851305358842943,19.49347822251861,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,3,Level 3,0.108833692209851,0.281736434393467,2.622,2.277,2.7,2.9,1.804,-1.358,0.95,0.978,0.959,3.187,2.278,1.503,2.491,2.588,0.886,0.775,0.919,0.977,0.841,0.773,3,0.062,0.983,TRUE,1,Training
2,2005,2,United States,US,USA,840,0.2555600037034091,15615930100784.1,294993509,52936.52105675349,30.3793126694612,10.876848758789015,19.502463910672184,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,3,Level 3,0.0281269377189439,0.258967692806812,2.622,2.277,2.7,2.9,1.804,-1.358,0.95,0.978,0.959,3.187,2.278,1.503,2.491,2.588,0.906,0.84,0.919,0.977,0.852,0.788,3,0.062,0.98,TRUE,1,Training
2,2006,2,United States,US,USA,840,0.2690015330871833,16061760578307.9,297758977,53942.153953289206,30.40746244348908,10.895667528289644,19.511794915199438,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,3,Level 3,0.0630683736367797,0.251867331694652,2.622,2.25,2.7,2.9,1.804,-1.358,0.956,0.978,0.959,3.187,2.278,1.474,2.491,2.588,0.895,0.84,0.9,0.977,0.854,0.794,3,0.061,0.98,TRUE,1,Training
2,2007,2,United States,US,USA,840,0.2795579946110743,16363106745942.3,300608425,54433.293897010044,30.426050327970867,10.904731265801697,19.521319062169166,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,3,Level 3,0.158987875356526,0.245434945577472,2.622,2.25,2.7,2.9,1.804,-1.358,0.956,0.978,0.959,3.187,2.278,1.474,2.491,2.588,0.899,0.84,0.9,0.978,0.908,0.851,3,0.061,0.98,TRUE,1,Training
2,2008,2,United States,US,USA,840,0.29886796197472343,16340758046591.2,303486022,53843.527747683875,30.42468359636457,10.893837484974533,19.530846111390037,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,3,Level 3,0.220829412165354,0.240205474576919,2.622,2.25,2.7,2.9,1.804,-1.358,0.956,0.979,0.961,3.187,2.278,1.683,2.706,2.588,0.922,0.9,0.927,0.976,0.909,0.856,3,0.061,0.98,TRUE,1,Training
2,2009,2,United States,US,USA,840,0.24641565203573523,15926232712310.7,306307565,51994.25196145808,30.39898872175743,10.858888452250927,19.5401002695065,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,3,Level 3,0.247794981578161,0.24010897173811,2.622,2.255,2.7,2.9,1.804,-1.313,0.953,0.98,0.965,3.291,2.332,1.754,2.706,2.588,0.936,0.923,0.922,0.979,0.898,0.839,3,0.057,0.983,TRUE,1,Training
2,2010,2,United States,US,USA,840,0.2805795364103593,16334544140586.7,309011469,52860.6403945049,30.424303253679824,10.87541430300175,19.548888950678073,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,3,Level 3,0.312051583301151,0.238293429275651,2.622,2.27,3.08,2.901,1.827,-1.194,0.954,0.977,0.969,3.215,2.367,1.778,2.737,2.662,0.937,0.928,0.922,0.978,0.897,0.839,3,0.058,0.984,TRUE,1,Training
2,2011,2,United States,US,USA,840,0.3078929228103799,16587866050844.1,311584051,53237.21158899786,30.439692583216424,10.88251289677604,19.557179686440385,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,3,Level 3,0.369621674026362,0.250999990984983,2.622,2.27,3.08,2.901,1.827,-1.194,0.954,0.976,0.955,3.215,2.138,1.778,2.511,2.49,0.929,0.928,0.905,0.977,0.889,0.831,3,0.058,0.984,TRUE,1,Testing
2,2012,2,United States,US,USA,840,0.3056818460348878,16961017703587.7,314043885,54008.43166740119,30.461938750599774,10.896895455346431,19.565043295253346,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,3,Level 3,0.396159035932195,0.267554762465325,2.622,2.27,3.08,2.901,1.827,-1.194,0.954,0.97,0.96,3.047,2.138,1.778,2.511,2.49,0.932,0.928,0.905,0.975,0.891,0.835,3,0.057,0.985,TRUE,1,Testing
2,2013,2,United States,US,USA,840,0.30013003987941267,17273453400138.1,316400539,54593.62823695474,30.480191953362414,10.90767245596627,19.572519497396144,0,1,0,0.3333333333333333,0,0,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,NA,NA,0.526280391168231,0.263970867308522,2.925,2.27,2.962,2.788,1.706,-1.108,0.955,0.977,0.96,3.059,2.138,1.728,2.312,2.49,0.938,0.935,0.913,0.974,0.908,0.835,3,0.061,0.979,TRUE,1,Testing
20,1990,20,Canada,CA,CAN,124,0.49957799354984483,877543521566.432,27541323,31862.794738162433,27.500392388283235,10.36919429895661,17.131198089326624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.5331021911812,0.399563516996535,2.641,2.059,2.094,1.68,1.487,0.089,0.941,0.944,0.941,2.233,1.007,1.343,2.39,2.274,0.93,0.92,0.927,0.952,0.842,0.761,3,0.04,0.978,FALSE,0,Training
20,1991,20,Canada,CA,CAN,124,0.49178423993353926,859239754020.719,27888813,30809.477406611713,27.479313828276737,10.335577629636141,17.1437361986406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.47362939372536,0.378058391055992,2.641,2.059,2.094,1.68,1.487,0.089,0.941,0.944,0.941,2.233,1.007,1.343,2.39,2.274,0.93,0.92,0.927,0.952,0.842,0.761,3,0.04,0.978,FALSE,0,Training
20,1992,20,Canada,CA,CAN,124,0.5268581323259419,866977474892.765,28224410,30717.293112336625,27.48827883287361,10.332581068546476,17.155697764327137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.36606659068317,0.358902670827124,2.641,2.059,2.094,1.68,1.487,0.089,0.941,0.944,0.935,2.233,1.007,1.343,2.39,2.274,0.93,0.92,0.927,0.952,0.853,0.764,3,0.04,0.978,FALSE,0,Training
20,1993,20,Canada,CA,CAN,124,0.5819872159566273,890046007212.231,28547964,31177.21485189735,27.514538991833422,10.34744281379517,17.167096178038253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.4169768669009,0.357601785470221,2.641,2.059,2.094,1.68,1.854,0.089,0.941,0.944,0.93,2.233,1.007,1.343,2.39,2.274,0.93,0.92,0.927,0.952,0.842,0.76,3,0.04,0.978,FALSE,0,Training
20,1994,20,Canada,CA,CAN,124,0.6433729523876862,930050747272.195,28860734,32225.47102482546,27.55850498856434,10.380512444452325,17.177992544112016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.39673496659291,0.34088408695069,2.641,2.059,2.094,1.68,1.854,0.089,0.941,0.944,0.93,2.233,1.007,1.343,2.39,2.274,0.93,0.92,0.927,0.952,0.842,0.765,3,0.043,0.979,FALSE,0,Training
20,1995,20,Canada,CA,CAN,124,0.690049471256405,955087858629.72,29164153,32748.691814561527,27.585069171760686,10.39661829567205,17.188450876088634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.5035823941788,0.3518421439658,2.641,2.059,2.094,1.68,1.854,-0.223,0.941,0.944,0.93,2.233,1.007,1.343,2.39,2.274,0.93,0.92,0.927,0.952,0.842,0.765,3,0.043,0.979,FALSE,0,Training
20,1996,20,Canada,CA,CAN,124,0.7020103395537357,970549640845.794,29457820,32947.09658914997,27.601128388011198,10.4026584203927,17.198469967618497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.63254179612782,0.361695482090288,2.641,2.059,2.094,1.68,1.854,-1.091,0.941,0.961,0.936,2.233,1.717,1.343,2.39,2.274,0.924,0.92,0.927,0.951,0.852,0.773,3,0.043,0.979,FALSE,0,Training
20,1997,20,Canada,CA,CAN,124,0.7427050701457834,1012085051545.56,29742378,34028.383727271575,27.643033726291613,10.43495027084163,17.208083455449984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.67381349775219,0.362356936236954,2.641,2.059,2.094,1.362,1.854,-1.091,0.937,0.964,0.944,2.233,1.717,1.343,2.542,2.274,0.927,0.92,0.926,0.948,0.851,0.764,3,0.044,0.979,FALSE,0,Training
20,1998,20,Canada,CA,CAN,124,0.7801062372944776,1051538589474.86,30022078,35025.50987559422,27.681275530868785,10.463831928575173,17.217443602293613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.62881006236908,0.355158134482373,2.641,2.059,2.094,1.362,1.854,-1.091,0.937,0.964,0.944,2.233,1.717,1.343,2.542,2.274,0.927,0.92,0.926,0.948,0.847,0.759,3,0.044,0.979,FALSE,0,Training
20,1999,20,Canada,CA,CAN,124,0.8003946765299412,1105807894295.1,30302511,36492.28588004143,27.731597309814724,10.504856171481633,17.22674113833309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.57875509929019,0.352914988018372,2.641,2.059,2.094,1.362,1.854,-1.091,0.937,0.964,0.944,2.233,1.717,1.343,2.542,2.274,0.927,0.92,0.926,0.948,0.847,0.759,3,0.044,0.979,FALSE,0,Training
20,2000,20,Canada,CA,CAN,124,0.8269902419310359,1163075063764.73,30588379,38023.429216851604,27.782088530602138,10.545957807052721,17.23613072354942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.40322501426024,0.325291656958928,2.641,2.059,2.094,1.658,1.854,-1.091,0.93,0.964,0.944,2.233,1.717,1.343,2.542,2.274,0.931,0.92,0.926,0.95,0.85,0.763,3,0.044,0.979,FALSE,0,Training
20,2001,20,Canada,CA,CAN,124,0.7823854794925088,1183883345947.84,30880072,38338.10186543089,27.799821122154526,10.554199507430177,17.24562161472435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.2971786201739,0.294520331722482,2.212,1.584,2.094,1.658,1.854,-1.091,0.895,0.956,0.943,2.233,1.999,1.343,2.542,2.274,0.93,0.92,0.926,0.942,0.852,0.776,3,0.044,0.979,FALSE,0,Training
20,2002,20,Canada,CA,CAN,124,0.7557324491261099,1219599797711.43,31178260,39116.99362669469,27.82954388619581,10.574312271162272,17.25523161503354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2,Level 2,2.1969347017239,0.262338114683335,1.915,1.584,2.094,1.658,1.854,-1.091,0.866,0.956,0.943,2.233,1.999,1.343,2.542,2.274,0.923,0.92,0.926,0.947,0.865,0.779,3,0.044,0.979,FALSE,0,Training
20,2003,20,Canada,CA,CAN,124,0.6970573163024336,1241563515264.64,31488046,39429.678020180734,27.847392600686394,10.58227406097936,17.265118539707032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.2298809881442,0.260549344846246,1.915,1.584,2.094,1.658,1.854,-1.091,0.866,0.956,0.95,2.233,1.999,1.343,2.542,2.274,0.923,0.92,0.926,0.947,0.881,0.802,3,0.044,0.979,FALSE,0,Training
20,2004,20,Canada,CA,CAN,124,0.700467087861778,1279893757889.78,31815490,40228.635733404706,27.877798188766636,10.602334352696056,17.275463836070582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.22820765214308,0.255275548828428,1.915,1.584,2.094,1.658,1.854,-1.091,0.866,0.956,0.95,2.233,1.999,1.343,2.542,2.274,0.923,0.92,0.926,0.947,0.866,0.784,3,0.039,0.982,FALSE,0,Training
20,2005,20,Canada,CA,CAN,124,0.69585712155276,1320887608478.66,32164313,41066.86837920835,27.90932505721228,10.622956953232755,17.286368103979523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.14939641098876,0.257119486795811,1.915,1.584,2.094,1.658,1.854,-1.091,0.866,0.956,0.95,2.233,1.999,1.343,2.542,2.274,0.923,0.92,0.926,0.947,0.851,0.771,3,0.039,0.982,FALSE,0,Training
20,2006,20,Canada,CA,CAN,124,0.6787291222874674,1355687264861.66,32536994,41666.02682662264,27.935329648214424,10.637441371337365,17.29788827687706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.07708477264224,0.263195471943908,1.915,1.433,1.748,1.658,1.854,-1.091,0.882,0.959,0.944,2.233,2.001,1.343,2.594,2.274,0.922,0.92,0.926,0.943,0.849,0.768,3,0.039,0.98,FALSE,0,Training
20,2007,20,Canada,CA,CAN,124,0.660995194154389,1383788128003.73,32930795,42021.09690955624,27.955845874702554,10.645927078521774,17.309918796180778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.03319548694282,0.253229455268204,1.915,1.433,1.748,1.658,1.854,-1.091,0.882,0.954,0.938,2.233,2.001,1.919,2.575,2.264,0.929,0.92,0.938,0.938,0.845,0.773,3,0.032,0.986,FALSE,0,Training
20,2008,20,Canada,CA,CAN,124,0.6683457631128256,1397731292104.73,33337638,41926.52437178453,27.96587153247079,10.643673945524386,17.322197586946405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.07777175951084,0.260770106389044,1.915,1.433,1.748,1.658,1.854,-1.091,0.882,0.965,0.941,2.233,2,1.919,2.553,2.273,0.928,0.92,0.938,0.938,0.849,0.774,3,0.034,0.98,FALSE,0,Training
20,2009,20,Canada,CA,CAN,124,0.582788255074985,1356800114644.4,33746093,40206.13926016265,27.936150186480212,10.601774980861412,17.3343752056188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.30131200416063,0.302361342574375,1.915,1.433,1.748,1.658,1.854,-1.091,0.882,0.957,0.947,2.233,2,1.919,2.543,2.279,0.931,0.92,0.938,0.945,0.857,0.791,3,0.034,0.981,FALSE,0,Training
20,2010,20,Canada,CA,CAN,124,0.5999278531758091,1398718795630.35,34147566,40961.01009455111,27.966577787569708,10.620375919920825,17.346201867648883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.35303565900423,0.31211643371236,1.915,1.533,1.748,1.658,1.854,-1.091,0.861,0.953,0.941,2.233,2.015,1.919,2.511,2.336,0.926,0.92,0.938,0.94,0.851,0.769,3,0.029,0.983,FALSE,0,Training
20,2011,20,Canada,CA,CAN,124,0.6225771012641615,1442734615918.07,34539156,41770.98641084542,27.997561467453828,10.639957272506745,17.357604194947083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.51399292151388,0.349176952083524,1.915,1.533,1.748,1.658,1.854,-1.091,0.861,0.953,0.941,2.233,2.015,1.919,2.511,2.336,0.926,0.92,0.938,0.94,0.827,0.741,3,0.029,0.983,FALSE,0,Testing
20,2012,20,Canada,CA,CAN,124,0.623290692545212,1468159818571.67,34922031,42041.07769595846,28.01503090843199,10.6464024596756,17.36862844875639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.69393668897884,0.413112820405321,1.915,1.533,1.748,1.658,1.854,-1.091,0.861,0.959,0.946,2.233,2.015,1.919,2.546,2.336,0.93,0.92,0.943,0.937,0.825,0.742,3,0.029,0.983,FALSE,0,Testing
20,2013,20,Canada,CA,CAN,124,0.6190815388327611,1502370508246.55,35296535,42564.24910395737,28.038065315446396,10.65876995700097,17.379295358445425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,Level 1,2.84270198666516,0.439538971561272,2.413,1.475,1.611,1.717,1.836,-1.012,0.88,0.963,0.95,2.1,2.356,1.859,2.509,2.555,0.95,0.954,0.934,0.954,0.845,0.774,3,0.024,0.987,FALSE,0,Testing
40,1990,40,Cuba,CU,CUB,192,0.711144933991123,52794795505.3673,10596986,4982.057681813235,24.689678452826183,8.513598273798705,16.17608017902748,1,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,3,Level 3,-0.883366489616483,0.188965576681143,-2.425,-1.352,-1.038,-2.305,1.48,-0.188,0.064,0.055,0.062,-2.087,-1.927,-2.598,-2.081,-1.782,0.309,0.808,0.06,0.052,0.073,0.061,0,0.375,0.301,FALSE,0,Training
40,1991,40,Cuba,CU,CUB,192,0.5099611647022207,47149607778.7968,10673534,4417.431731495566,24.576591527407967,8.393313749970432,16.18327777743753,1,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,3,Level 3,-0.81154755659184,0.197391692053807,-2.425,-1.352,-1.038,-2.305,1.48,-0.188,0.064,0.055,0.062,-2.087,-1.927,-2.598,-2.081,-1.782,0.309,0.808,0.06,0.052,0.073,0.061,0,0.375,0.301,FALSE,0,Training
40,1992,40,Cuba,CU,CUB,192,0.35146867408652693,41689398896.666,10736386,3883.0011231587614,24.453512710329463,8.264363618981886,16.189149091347577,1,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,3,Level 3,-0.812111042621637,0.195371543610554,-2.425,-1.352,-1.038,-2.305,1.48,-0.188,0.064,0.055,0.062,-2.087,-1.927,-2.125,-2.081,-1.782,0.311,0.808,0.08,0.052,0.073,0.055,0,0.419,0.259,FALSE,0,Training
40,1993,40,Cuba,CU,CUB,192,0.2891583027077931,35486774920.6081,10789312,3289.067451252508,24.292425926570807,8.098359354112702,16.194066572458105,1,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,3,Level 3,-0.779781111824014,0.191287454684945,-2.425,-1.352,-1.038,-2.305,1.48,-0.188,0.064,0.071,0.064,-1.627,-1.927,-2.125,-2.081,-1.782,0.304,0.796,0.08,0.058,0.113,0.059,0,0.419,0.284,FALSE,0,Training
